Topic	SelfCheckQuestion	Verdict	Score	CriteriaBreakdown	TheoreticalGap	FileNeeded	SuggestedSection
10-modifiers	Why does the `volatile` keyword guarantee memory visibility and prevent instruction reordering, yet fail to guarantee atomicity for compound operations?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-abstract-concepts.md	## Why Volatile Guarantees Visibility and Ordering, but Not Atomicity
22-functional-interface	Why is the @FunctionalInterface annotation optional, and what compile-time benefits does it provide?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-predicate-t-concepts.md	## Why Use the @FunctionalInterface Annotation
22-functional-interface	How do the functional contract styles of Predicate, Function, Consumer, and Supplier differ in their input/output shapes and purposes?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-what-is-the-output-concepts.md	## Why Functional Contract Styles Differ
22-functional-interface	Why do we need primitive specializations (like IntPredicate, LongFunction, DoubleConsumer) instead of just using generic wrappers, and how do they prevent boxing overhead?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-predicate-t-concepts.md	## Why Primitive Specializations Prevent Boxing Overhead
22-functional-interface	How do functional interfaces leverage default methods for functional composition and chaining?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-what-is-the-output-concepts.md	## Why Functional Interfaces Leverage Default Methods for Chaining
22-functional-interface	How does the Java Language Specification (JLS) count abstract methods for a functional interface, and what are the exact rules regarding overridden methods from java.lang.Object?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-predicate-t-concepts.md	## How the JLS Counts Abstract Methods and Treats java.lang.Object Overrides
15-inner-nested-class	Why does a non-static inner class hold an implicit reference to its outer class instance, and how can this lead to memory leaks (and how can using a static nested class prevent this)?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-nested-class-concepts.md	## Why Non-Static Inner Classes Can Cause Memory Leaks
15-inner-nested-class	How do static nested classes and non-static inner classes differ in their initialization, instantiating syntax, and memory footprint?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-nested-class-concepts.md	## Why Static Nested and Non-Static Inner Classes Differ in Initialization and Memory
15-inner-nested-class	Why can local and anonymous inner classes only access local variables that are final or effectively final, and how does the compiler implement this under the hood via copy-by-value variable capture?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-nested-class-concepts.md	## Why Local and Anonymous Inner Classes Only Access Final or Effectively Final Variables
15-inner-nested-class	Why does the JVM generate synthetic accessor methods (e.g. access$000) for private outer/inner class member access, and what are the performance and security implications?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-nested-class-concepts.md	## Why JVM Generates Synthetic Accessors for Private Nested Access
15-inner-nested-class	How does the Java compiler compile anonymous inner classes into separate .class bytecode files (e.g., Outer$1.class), and how does this contrast with how lambda expressions are compiled?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-nested-class-concepts.md	## Why Anonymous Classes Compile to Separate Class Files vs Lambdas
21-lambda-expression	Why does the Java compiler compile lambda expressions into invokedynamic instructions and dynamic bootstrap methods rather than traditional anonymous inner classes? (What are the class loading and runtime footprint benefits?)	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-a-lambda-concepts.md	## Why Lambdas Use invokedynamic and Bootstrap Methods
21-lambda-expression	Why must local variables captured by lambda closures be final or effectively final, while instance and static variables are exempted from this rule?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-a-lambda-concepts.md	### Why Local Variables Captured by Lambdas Must Be Final or Effectively Final
21-lambda-expression	How do the different method reference types (static, bound instance, unbound instance, constructor reference) differ in how they determine the receiver object and map parameter lists to their target method signatures under the hood?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-a-lambda-concepts.md	### How Method References Resolve Receivers and Signatures Under the Hood
21-lambda-expression	Why cannot a lambda expression throw checked exceptions unless they are explicitly declared by the abstract method of the target functional interface, and what mechanism enforces or bypasses this constraint?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-a-lambda-concepts.md	### Why Lambdas Cannot Throw Checked Exceptions and How to Bypass It
21-lambda-expression	Why does refactoring anonymous classes to lambdas change the semantics of the this keyword and variable shadowing, and what is the underlying scoping mechanism for both?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-a-lambda-concepts.md	### Scope and Scoping Semantics: Lambdas vs Anonymous Inner Classes

14-object-class	Why does failing to override hashCode() alongside equals() break HashMap lookup?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-contract-of-equals-concepts.md	## Why Failing to Override hashCode Breaks Hash Collections
14-object-class	Why does adding a value field to a subclass make it impossible to write a perfect equals() method while preserving transitivity?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-contract-of-equals-concepts.md	## Why Adding Value Fields to Subclasses Breaks Transitivity
14-object-class	Why does the default identityHashCode not represent physical memory addresses in modern JVMs?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-contract-of-equals-concepts.md	## Why identityHashCode Does Not Represent Physical Memory Addresses
14-object-class	Why is toString() automatically invoked in string concatenation and system output, and how does this lead to stack overflow in circular references?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-tostring-concepts.md	## Why toString is Auto-Invoked and How Circular References Cause Stack Overflow
14-object-class	Why does overloading equals(MyClass) instead of overriding equals(Object) compile fine but fail silently in collections?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-tostring-concepts.md	## Why Overloading equals Instead of Overriding It Fails Silently
20-comparable-comparator	Why does Java separate natural ordering (Comparable) from custom external ordering (Comparator), and when should you choose one over the other?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-comparable-concepts.md	## Why Java Separates Comparable and Comparator
20-comparable-comparator	Why is the transitivity contract in Comparable.compareTo and Comparator.compare critical, and what runtime behavior or exceptions result if transitivity is violated?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-comparable-concepts.md	## Why the Transitivity Contract is Critical for Sorting
20-comparable-comparator	Why do TreeSet and TreeMap require the comparison method (compareTo / compare) to be consistent with equals(), and what functional anomalies occur if (x.compareTo(y) == 0) == (x.equals(y)) is false?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-comparable-concepts.md	## Why TreeSet and TreeMap Require Consistency with Equals
20-comparable-comparator	Why is implementing compareTo or compare using integer/floating-point subtraction (e.g., this.id - other.id) a dangerous bug, and how does integer overflow/underflow break sorting contracts?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-comparable-concepts.md	## Why Subtraction-Based Comparison Leads to Overflow Bugs
20-comparable-comparator	Why does Java use Dual-Pivot Quicksort for sorting primitives (e.g., Arrays.sort(int[])) but TimSort for sorting objects (e.g., Arrays.sort(Object[])), and how do they differ in terms of time complexity, space complexity, and stability?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-reverse-order-concepts.md	## Why Java Uses Dual-Pivot Quicksort for Primitives but TimSort for Objects
26-io	Why does Java distinguish between byte streams and character streams, and how do encoding charsets mapping apply under the hood?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-file-concepts.md	## Why Character Streams Translate Bytes and Corrupt Binary Data
26-io	Why does BufferedInputStream / BufferedOutputStream significantly outperform raw stream operations, and how does the JVM buffer sizing interact with OS disk page caching?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-bufferedinputstream-concepts.md	## Why Buffered Streams Significantly Outperform Raw Streams
26-io	Why does Java serialization require serialVersionUID, and what compile-time or runtime compatibility issues occur if it is missing or mismatched during class evolution?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-serialization-concepts.md	## Why serialVersionUID is Critical for Class Version Compatibility
26-io	Why are transient fields excluded from serialization, and what happens to transient fields during deserialization (do constructor rules or zero-value initialization rules apply)?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-serialization-concepts.md	## Why transient Fields are Excluded from Serialization and How Deserialization Restores Them
26-io	Why is the default Java serialization mechanism considered a security liability, and what are modern alternatives or mitigation strategies?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-serialization-concepts.md	## Why Java Serialization is a Security Liability and How Modern Alternatives Mitigate It
27-nio	What are the key differences between Java Classic I/O (BIO) and Java New I/O (NIO) regarding blocking vs non-blocking, stream vs buffer orientation, and thread scaling?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-filechannel-concepts.md	## Why BIO and NIO Thread Models Differ for Blocking vs Non-Blocking I/O
27-nio	How does a NIO Buffer manage state using the position, limit, and capacity pointers, and why must flip() be called when shifting from write-mode to read-mode?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-path-concepts.md	## Why Buffer flip() is Required and State Pointer Transitions
27-nio	Why are memory-mapped files (FileChannel.map returning MappedByteBuffer) extremely fast for large file reads/writes, and how do they leverage virtual memory and OS page cache bypass?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-filechannel-concepts.md	## Why Memory-Mapping is Fast and the Zero-Copy Mechanism
27-nio	How does a Selector enable multiplexed non-blocking I/O, allowing a single thread to monitor multiple network channels?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-filechannel-concepts.md	## Why Selector Multiplexing Works and Why FileChannel Cannot Use It
27-nio	Why do Path and Files (NIO.2) provide better exception reporting, symbolic link handling, and metadata access compared to legacy java.io.File?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-path-concepts.md	## Why Path and Files Are Superior to java.io.File
31-reflection	Why does reflection bypass compile-time type safety, and what are the mechanisms and risks of dynamic metadata resolution at runtime?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-reflection-concepts.md	## Why Reflection Bypasses Compile-Time Type Safety
31-reflection	Why does reflection introduce significant performance penalties compared to direct bytecode execution, and how can MethodHandles or call-site caching optimize this?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-advantages-and-disadvantages-of-reflection-concepts.md	## Why Reflection Introduces Performance Penalties and How to Optimize It
31-reflection	Why can setAccessible(true) bypass Java's access visibility controls, and how do JVM Security Managers and the Java Module System (Jigsaw) restrict this behavior?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-reflection-concepts.md	## Why setAccessible(true) Can Bypass Access Controls and Its Module System Constraints
31-reflection	Why does reflective dynamic classloading and instantiation pose severe security and stability risks (such as unsafe deserialization), and how can they be mitigated?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-advantages-and-disadvantages-of-reflection-concepts.md	## Why Reflective Instantiation and Classloading Pose Security and Stability Risks
31-reflection	Why is reflection the critical enabler for modern Dependency Injection (DI) and Object-Relational Mapping (ORM) frameworks, and how do they use metadata annotations to manage object lifecycles?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-advantages-and-disadvantages-of-reflection-concepts.md	## Why Reflection Enables Dependency Injection and ORM Frameworks
32-classloader	Why do the three phases of classloading govern static execution?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-class-loading-process-concepts.md	## Why the three phases of classloading govern static execution
32-classloader	Why does the parent delegation model protect core APIs?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-class-loading-process-concepts.md	## Why the parent delegation model protects core APIs
32-classloader	Why do ClassLoader namespaces dictate type identity uniqueness?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-class-loading-process-concepts.md	## Why ClassLoader namespaces dictate type identity uniqueness
32-classloader	Why do SPI and plugin frameworks must break parent delegation?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-class-loading-process-concepts.md	## Why SPI and plugin frameworks must break parent delegation
32-classloader	Why do custom classloaders cause Metaspace memory leaks?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-class-loading-process-concepts.md	## Why Custom Classloaders Cause Metaspace Memory Leaks
34-jdbc	Why does PreparedStatement prevent SQL injection, and how does it leverage the database's query plan cache to improve performance compared to Statement?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-jdbc-concepts.md	## Why PreparedStatement Prevents SQL Injection and Leverages Query Plan Caching
34-jdbc	Why does disabling auto-commit override the database's default behavior, and why is this manual control critical for maintaining transactional ACID boundaries?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-rollback-concepts.md	## Why Disabling Auto-Commit Establishes Transactional ACID Boundaries
34-jdbc	Why do database Savepoints allow partial rollbacks, and what is the underlying mechanism and impact on transaction isolation levels when executing a partial rollback?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-rollback-concepts.md	## Why Savepoints Enable Partial Rollbacks and Their Isolation Mechanics
34-jdbc	Why do database connection pools (like HikariCP) yield massive performance gains, and how do they reuse physical connections to avoid TCP handshakes and database authentication overhead?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-rollback-concepts.md	## Why Database Connection Pools Yield Massive Performance Gains
34-jdbc	Why must JDBC resources (Connection, Statement, ResultSet) be closed in the strict reverse order of their creation, and how does try-with-resources prevent resource leaks under JVM garbage collection?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-jdbc-concepts.md	## Why JDBC Resources Must Be Closed in Strict Reverse Order



35-networking	Why does TCP require a connection establishment phase (handshake) using Socket and ServerSocket, while UDP (DatagramSocket) executes connectionless packet transfers?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-socket-programming-concepts.md	## Why TCP Handshakes Differ From Connectionless UDP
35-networking	Why is it a critical error to run blocking socket I/O operations (like accept() or read()) directly on the application's main thread, and how does multithreading solve this?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-socket-programming-concepts.md	## Why Blocking Socket Operations Must Not Run on the Main Thread
35-networking	Why did Java 20 deprecate URL constructors (like new URL(string)), and why is it preferred to instantiate URI first and then convert it using uri.toURL()?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-socket-programming-concepts.md	## Why Java 20 Deprecated URL Constructors in Favor of URI
35-networking	Why does HttpURLConnection suffer from performance limitations (e.g. blocking API, complex resource management), and how does the modern Java 11 HttpClient improve performance and support asynchronous execution?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-httpurlconnection-concepts.md	## Why Java 11 HttpClient Supersedes HttpURLConnection
35-networking	Why must socket streams and sockets be closed properly, and what are the OS-level consequences (e.g., port binding exceptions, file descriptor leaks) of failing to do so?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-socket-programming-concepts.md	## Why Sockets and Streams Must Be Closed Properly
36-security-basic	Why is SHA-256 a one-way function, and what property (collision resistance) makes cryptographic hashing suitable for password storage and data integrity verification?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-basic-secure-coding-concepts.md	## Why Cryptographic Hashing Is One-Way and Collision-Resistant
36-security-basic	Why is Base64 encoding NOT encryption, and what security risk arises when developers confuse encoding with confidentiality?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-basic-secure-coding-concepts.md	## Why Base64 Is Encoding Not Encryption
36-security-basic	Why must SecureRandom be used instead of Random for cryptographic key and IV generation, and how does a predictable PRNG seed break encryption security?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-basic-secure-coding-concepts.md	## Why SecureRandom Is Required for Cryptographic Values
36-security-basic	Why does Java's default object deserialization execute arbitrary class constructors and code, and how does ObjectInputFilter mitigate Remote Code Execution (RCE) risk?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-avoid-insecure-deserialization-concepts.md	## Why Insecure Deserialization Enables Remote Code Execution
36-security-basic	Why should sensitive data (like passwords) be stored in char[] rather than String, and what JVM memory mechanism makes String retention a security liability?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-basic-secure-coding-concepts.md	## Why Passwords Must Not Be Stored in Strings
40-modern-java-concepts	Why does var perform compile-time type inference rather than runtime dynamic typing, and what four locations where var is forbidden reveal how static typing is preserved?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-var-concepts.md	## Why var Is Compile-Time Inference Not Dynamic Typing
40-modern-java-concepts	Why are Java Records immutable by design, and how does the compiler-generated canonical constructor enforce field finality?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-var-concepts.md	## Why Records Enforce Immutability Through Compiler-Generated Code
40-modern-java-concepts	Why do Sealed Classes enable exhaustive pattern matching in switch expressions, and what is the compiler safety guarantee they provide over open class hierarchies?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-var-concepts.md	## Why Sealed Classes Enable Safe Exhaustive Pattern Matching
40-modern-java-concepts	Why does Pattern Matching for Switch require guarded patterns in order from most-specific to most-general, and what dominance rule prevents unreachable cases?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-var-concepts.md	## Why Pattern Matching for Switch Requires Ordering by Specificity
40-modern-java-concepts	Why do Virtual Threads pin their carrier OS thread when blocked inside synchronized, and why is ReentrantLock the fix?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-var-concepts.md	## Why Virtual Threads Pin Carrier Threads in Synchronized Blocks
44-unit-testing	Why does Mockito mock dependencies rather than instantiating them, and what test isolation problem does this solve?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-junit-concepts.md	## Why Mocking Isolates the Unit Under Test
44-unit-testing	Why does JUnit 5 create a new test class instance per @Test method by default, and how does @TestInstance(PER_CLASS) change this?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-junit-concepts.md	## Why JUnit Creates a New Instance Per Test Method
44-unit-testing	Why should private methods never be tested directly via reflection, and when does a private method that is hard to test signal a design problem?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-test-exception-concepts.md	## Why Private Methods Should Be Tested Indirectly Through the Public API
44-unit-testing	Why does assertThrows return the thrown exception, and what specific assertion bug does the old try-catch pattern introduce?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-test-exception-concepts.md	## Why assertThrows Is Safer Than Try-Catch for Exception Testing
44-unit-testing	Why does 100% code coverage not guarantee test quality, and what specific assertion anti-pattern produces high coverage with zero bug-catching value?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-test-exception-concepts.md	## Why Code Coverage Is a Necessary but Insufficient Quality Metric
09-oop	Why should instance variables be declared private?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-encapsulation.md	## Why Instance Variables Should Be Private
09-oop	Why does Java not support multiple class inheritance?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	05-abstraction.md	## Why Java Uses Interfaces Instead of Multiple Class Inheritance
09-oop	Why does method overriding use runtime dynamic dispatch?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	04-polymorphism.md	## Why Method Overriding Uses Runtime Dynamic Dispatch
09-oop	Why must super() be the first statement in a subclass constructor?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-inheritance.md	## Why super() Must Be the First Statement in a Subclass Constructor
09-oop	When should you choose an abstract class over an interface?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	05-abstraction.md	## Why Abstract Classes and Interfaces Serve Different Design Purposes
12-exception-handling	Why does Java have two separate categories of exceptions (checked and unchecked), and what philosophical distinction drives the compiler enforcement?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-an-exception-concepts.md	## Why Java Has Checked and Unchecked Exceptions
12-exception-handling	Why does the finally block run even when a return statement is executed inside try, and what JVM mechanism ensures cleanup cannot be skipped?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-finally-concepts.md	## Why Finally Executes Even When Try Returns Early
12-exception-handling	Why does try-with-resources replace manual finally for resource cleanup, and how does AutoCloseable enable compiler-guaranteed closing order?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-finally-concepts.md	## Why Try-With-Resources Replaces Manual Finally for Resource Cleanup
12-exception-handling	Why does exception chaining preserve debugging context, and what debugging problem does losing the original exception create?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-finally-concepts.md	## Why Exception Chaining Preserves Debugging Context
12-exception-handling	Why is catching a broad exception type like Exception or Throwable dangerous, and what class of bugs does overly broad catching introduce?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-an-exception-concepts.md	## Why Catching Broad Exception Types Is Dangerous
13-memory-management	Why does the JVM allocate primitive variables on the Stack in some situations but on the Heap in others, and how does the declaration scope determine their memory location?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-stack-concepts.md	## Why Primitives Live on the Stack or Heap
13-memory-management	Why is Java strictly pass-by-value, and what occurs at the reference variable level when an object reference is passed to a method?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-stack-concepts.md	## Why Java Is Strictly Pass-by-Value
13-memory-management	Why do Weak, Soft, and Phantom references behave differently during Garbage Collection, and what memory constraints or post-mortem cleanup requirements drive the choice of each?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-weak-reference-concepts.md	## Why Different Reference Types Exist
13-memory-management	Why can circular references (islands of isolation) be garbage collected in Java, and how does tracing from GC Roots solve the limitations of reference counting?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-weak-reference-concepts.md	## Why Islands of Isolation Can Be Garbage Collected
13-memory-management	Why do OutOfMemoryError and StackOverflowError occur in different memory regions of the JVM, and why is catching these errors inside application code considered a dangerous anti-pattern?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-outofmemoryerror-concepts.md	## Why Heap and Stack Errors Differ
23-stream-api	Why are Java Streams lazily evaluated, and how does the pipeline separate intermediate operations (like filter, map) from terminal operations (like collect, forEach) at the JVM level?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	05-lazy-evaluation-concepts.md	## Why Streams Are Lazily Evaluated
23-stream-api	Why should you avoid using peek() for production-level state mutation, and what is the difference between peek() execution in intermediate vs terminal contexts?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-peek-concepts.md	## Why peek() Should Not Be Used for State Mutation
23-stream-api	Why does flatMap() differ from map(), and how does it flatten nested collections into a single stream of elements?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-longstream-concepts.md	## Why flatMap() Differs from map()
23-stream-api	Why do primitive streams (like IntStream, LongStream, DoubleStream) exist, and how do they avoid the performance cost of auto-boxing and unboxing?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-what-is-stream-concepts.md	## Why Primitive Streams Exist and Avoid Autoboxing
23-stream-api	Why are parallel streams not a default solution for performance scaling, and what thread pool (ForkJoinPool) and data splitting characteristics determine parallel stream performance?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	05-lazy-evaluation-concepts.md	## Why Parallel Streams Are Not a Default Solution
23-stream-api	Why do collectors like groupingBy and partitioningBy serve different aggregation purposes, and how do they internally bucket values into Map structures?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	06-partitioningby-concepts.md	## Why groupingBy and partitioningBy Serve Different Purposes

18-generics	Why does Java use Type Erasure for generics, and how does the JVM maintain backwards compatibility with pre-generic bytecode?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-topic-concepts.md	## Why Java Uses Type Erasure
18-generics	Why is a generic type invariant, and how do covariance (`? extends T`) and contravariance (`? super T`) extend API flexibility under the PECS rule?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-topic-concepts.md	## Why Generics Are Invariant and How PECS Solves It
18-generics	Why are raw types permitted in Java, and what JVM runtime dangers or type safety compromises occur when raw types are used?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-raw-type-concepts.md	## Why Raw Types Exist and Their Dangers
18-generics	Why cannot Java generics be instantiated with primitive types (like `List<int>`), and how does compile-time type erasure dictate this limitation?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-raw-type-concepts.md	## Why Generics Do Not Support Primitives
18-generics	Why are generic array creation and runtime type checks (like `instanceof List<String>`) forbidden in Java?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-raw-type-concepts.md	## Why Generic Array Creation and Runtime Type Checks Are Forbidden

19-collections-framework	Why does ArrayList resize by 1.5x (and how does grow() perform memory allocation/copying), and why is resizing expensive?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-arraylist-concepts.md	## Why ArrayList Resizes by 1.5x
19-collections-framework	Why must you override both equals() and hashCode() together when using custom objects as keys in HashMap, and what structural corruption occurs in the hash table if you fail to do so?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	04-linkedlist-as-queue-concepts.md	## Why Equals and HashCode Must Be Overridden Together
